***** AT90S4434-A
***** AT90S8535-A
9 (PCINT4/USCK/SCL/T1/ADC4)PA4
8 (PCINT5/DO/MISO/OC1B/ADC5)PA5
7 (PCINT6/SDA/DI/MOSI/OC1A/ADC6)PA6
6 (PCINT7/ICP/OC0B/ADC7)PA7
---

































---
2 (PCINT8/CLKI/XTAL1)PB0
3 (PCINT9/XTAL2)PB1
5 (PCINT10/CKOUT/OC0A/INT0)PB2
4 (PCINT11/dW/RESET)PB3

14 GND
1 VCC
***** ATTINY24A-M
***** ATTINY44A-M
5 (PCINT0/AREF/ADC0)PA0
4 (PCINT1/AIN0/ADC1)PA1
3 (PCINT2/AIN1/ADC2)PA2
2 (PCINT3/T0/ADC3)PA3
1 (PCINT4/USCK/SCL/T1/ADC4)PA4
20 (PCINT5/DO/MISO/OC1B/ADC5)PA5
16 (PCINT6/SDA/DI/MOSI/OC1A/ADC6)PA6
15 (PCINT7/ICP/OC0B/ADC7)PA7
---

































---
11 (PCINT8/CLKI/XTAL1)PB0
12 (PCINT9/XTAL2)PB1
14 (PCINT10/CKOUT/OC0A/INT0)PB2
13 (PCINT11/dW/RESET)PB3

8 GND
9 VCC
***** ATTINY24A-MM
***** ATTINY44A-MM
5 (PCINT0/AREF/ADC0)PA0
4 (PCINT1/AIN0/ADC1)PA1
3 (PCINT2/AIN1/ADC2)PA2
2 (PCINT3/T0/ADC3)PA3
1 (PCINT4/USCK/SCL/T1/ADC4)PA4
20 (PCINT5/DO/MISO/OC1B/ADC5)PA5
16 (PCINT6/SDA/DI/MOSI/OC1A/ADC6)PA6
15 (PCINT7/ICP/OC0B/ADC7)PA7
---

































---
11 (PCINT8/CLKI/XTAL1)PB0
12 (PCINT9/XTAL2)PB1
14 (PCINT10/CKOUT/OC0A/INT0)PB2
13 (PCINT11/dW/RESET)PB3

8 GND
9 VCC
***** ATTINY24A-P
***** ATTINY44A-P
13 (PCINT0/AREF/ADC0)PA0
12 (PCINT1/AIN0/ADC1)PA1
11 (PCINT2/AIN1/ADC2)PA2
10 (PCINT3/T0/ADC3)PA3
9 (PCINT4/USCK/SCL/T1/ADC4)PA4
8 (PCINT5/DO/MISO/OC1B/ADC5)PA5
7 (PCINT6/SDA/DI/MOSI/OC1A/ADC6)PA6
6 (PCINT7/ICP/OC0B/ADC7)PA7
---

































---
2 (PCINT8/CLKI/XTAL1)PB0
3 (PCINT9/XTAL2)PB1
5 (PCINT10/CKOUT/OC0A/INT0)PB2
4 (PCINT11/dW/RESET)PB3

14 GND
1 VCC
***** ATTINY24A-SS
***** ATTINY44A-SS
13 (PCINT0/AREF/ADC0)PA0
12 (PCINT1/AIN0/ADC1)PA1
11 (PCINT2/AIN1/ADC2)PA2
10 (PCINT3/T0/ADC3)PA3
9 (PCINT4/USCK/SCL/T1/ADC4)PA4
8 (PCINT5/DO/MISO/OC1B/ADC5)PA5
7 (PCINT6/SDA/DI/MOSI/OC1A/ADC6)PA6
6 (PCINT7/ICP/OC0B/ADC7)PA7
---

































---
2 (PCINT8/CLKI/XTAL1)PB0
3 (PCINT9/XTAL2)PB1
5 (PCINT10/CKOUT/OC0A/INT0)PB2
4 (PCINT11/dW/RESET)PB3

14 GND
1 VCC
***** ATTINY25-M
***** ATTINY45-M
11 PB0(MOSI/DI/SDA/AIN0/OC0A/OC1A/AREF/PCINT0)
12 PB1(MISO/DO/AIN1/OC0B/OC1A/PCINT1)
14 PB2(SCK/USCK/SCL/T0/INT0/ADC1/PCINT2)
2 PB3(XTAL1/CLKI/OC1B/ADC3/PCINT3)
5 PB4(XTAL2/CLKO/OC1B/ADC2/PCINT4)
1 PB5(RESET/dW/ADC0/PCINT5)
---































---
8 GND
15 VCC
***** ATTINY25-P
***** ATTINY45-P
5 PB0(MOSI/DI/SDA/AIN0/OC0A/OC1A/AREF/PCINT0)
6 PB1(MISO/DO/AIN1/OC0B/OC1A/PCINT1)
7 PB2(SCK/USCK/SCL/T0/INT0/ADC1/PCINT2)
2 PB3(XTAL1/CLKI/OC1B/ADC3/PCINT3)
3 PB4(XTAL2/CLKO/OC1B/ADC2/PCINT4)
1 PB5(RESET/dW/ADC0/PCINT5)
---































---
4 GND
8 VCC
***** ATTINY25-S
***** ATTINY45-S
5 PB0(MOSI/DI/SDA/AIN0/OC0A/OC1A/AREF/PCINT0)
6 PB1(MISO/DO/AIN1/OC0B/OC1A/PCINT1)
7 PB2(SCK/USCK/SCL/T0/INT0/ADC1/PCINT2)
2 PB3(XTAL1/CLKI/OC1B/ADC3/PCINT3)
3 PB4(XTAL2/CLKO/OC1B/ADC2/PCINT4)
1 PB5(RESET/dW/ADC0/PCINT5)
---































---
4 GND
8 VCC
***** ATTINY25-SS
5 PB0(MOSI/DI/SDA/AIN0/OC0A/OC1A/AREF/PCINT0)
6 PB1(MISO/DO/AIN1/OC0B/OC1A/PCINT1)
7 PB2(SCK/USCK/SCL/T0/INT0/ADC1/PCINT2)
2 PB3(XTAL1/CLKI/OC1B/ADC3/PCINT3)
3 PB4(XTAL2/CLKO/OC1B/ADC2/PCINT4)
1 PB5(RESET/dW/ADC0/PCINT5)
---































---
4 GND
8 VCC
***** ATTINY26-M
26 (ADC0)PA0
25 (ADC1)PA1
23 (ADC2)PA2
22 (AREF)PA3
17 (ADC3)PA4
15 (ADC4)PA5
14 (AIN0/ADC5)PA6
13 (AIN1/ADC6)PA7
---






















---
30 (MOSI/DI/SDA/OC1A)PB0
31 (MISO/DO/OC1A)PB1
32 (SCK/SCL/OC1B)PB2
2 (OC1B)PB3
7 (ADC7/XTAL1)PB4
8 (ADC8/XTAL2)PB5
10 (ADC9/INT0/T0)PB6
11 (ADC10/RESET)PB7

18 AVCC
5 GND
21 GND
4 VCC
***** ATTINY26-P
20 (ADC0)PA0
19 (ADC1)PA1
18 (ADC2)PA2
17 (AREF)PA3
14 (ADC3)PA4
13 (ADC4)PA5
12 (AIN0/ADC5)PA6
11 (AIN1/ADC6)PA7
---






















---
1 (MOSI/DI/SDA/OC1A)PB0
2 (MISO/DO/OC1A)PB1
3 (SCK/SCL/OC1B)PB2
4 (OC1B)PB3
7 (ADC7/XTAL1)PB4
8 (ADC8/XTAL2)PB5
9 (ADC9/INT0/T0)PB6
10 (ADC10/RESET)PB7

15 AVCC
6 GND
16 GND
5 VCC
***** ATTINY26-S
20 (ADC0)PA0
19 (ADC1)PA1
18 (ADC2)PA2
17 (AREF)PA3
14 (ADC3)PA4
13 (ADC4)PA5
12 (AIN0/ADC5)PA6
11 (AIN1/ADC6)PA7
---






















---
1 (MOSI/DI/SDA/OC1A)PB0
2 (MISO/DO/OC1A)PB1
3 (SCK/SCL/OC1B)PB2
4 (OC1B)PB3
7 (ADC7/XTAL1)PB4
8 (ADC8/XTAL2)PB5
9 (ADC9/INT0/T0)PB6
10 (ADC10/RESET)PB7

15 AVCC
6 GND
16 GND
5 VCC
***** ATTINY261-M
***** ATTINY461-M
26 (ADC0/DI/SDA/PCINT0)PA0
25 (ADC1/DO/PCINT1)PA1
23 (ADC2/INT1/USCK/SCL/PCINT2)PA2
22 (AREF/PCINT3)PA3
17 (ADC3/ICP0/PCINT4)PA4
15 (ADC4/AIN2/PCINT5)PA5
14 (ADC5/AIN0/PCINT6)PA6
13 (ADC6/AIN1/PCINT7)PA7
---










































---
30 (MOSI/DI/SDA/OC1A/PCINT8)PB0
31 (MISO/DO/OC1A/PCINT9)PB1
32 (SCK/USCK/SCL/OC1B/PCINT10)PB2
2 (OC1B/PCINT11)PB3
7 (ADC7/OC1D/CLKI/XTAL1/PCINT12)PB4
8 (ADC8/OC1D/CLKO/XTAL2/PCINT13)PB5
10 (ADC9/INT0/T0/PCINT14)PB6
11 (ADC10/RESET/PCINT15)PB7

21 AGND
18 AVCC
5 GND
4 VCC
***** ATTINY261-P
***** ATTINY461-P
20 (ADC0/DI/SDA/PCINT0)PA0
19 (ADC1/DO/PCINT1)PA1
18 (ADC2/INT1/USCK/SCL/PCINT2)PA2
17 (AREF/PCINT3)PA3
14 (ADC3/ICP0/PCINT4)PA4
13 (ADC4/AIN2/PCINT5)PA5
12 (ADC5/AIN0/PCINT6)PA6
11 (ADC6/AIN1/PCINT7)PA7
---










































---
1 (MOSI/DI/SDA/OC1A/PCINT8)PB0
2 (MISO/DO/OC1A/PCINT9)PB1
3 (SCK/USCK/SCL/OC1B/PCINT10)PB2
4 (OC1B/PCINT11)PB3
7 (ADC7/OC1D/CLKI/XTAL1/PCINT12)PB4
8 (ADC8/OC1D/CLKO/XTAL2/PCINT13)PB5
9 (ADC9/INT0/T0/PCINT14)PB6
10 (ADC10/RESET/PCINT15)PB7

16 AGND
15 AVCC
6 GND
5 VCC
***** ATTINY261-S
***** ATTINY461-S
20 (ADC0/DI/SDA/PCINT0)PA0
19 (ADC1/DO/PCINT1)PA1
18 (ADC2/INT1/USCK/SCL/PCINT2)PA2
17 (AREF/PCINT3)PA3
14 (ADC3/ICP0/PCINT4)PA4
13 (ADC4/AIN2/PCINT5)PA5
12 (ADC5/AIN0/PCINT6)PA6
11 (ADC6/AIN1/PCINT7)PA7
---










































---
1 (MOSI/DI/SDA/OC1A/PCINT8)PB0
2 (MISO/DO/OC1A/PCINT9)PB1
3 (SCK/USCK/SCL/OC1B/PCINT10)PB2
4 (OC1B/PCINT11)PB3
7 (ADC7/OC1D/CLKI/XTAL1/PCINT12)PB4
8 (ADC8/OC1D/CLKO/XTAL2/PCINT13)PB5
9 (ADC9/INT0/T0/PCINT14)PB6
10 (ADC10/RESET/PCINT15)PB7

16 AGND
15 AVCC
6 GND
5 VCC
***** ATTINY261A-M
***** ATTINY461A-M
26 (ADC0/DI/SDA/PCINT0)PA0
25 (ADC1/DO/PCINT1)PA1
23 (ADC2/INT1/USCK/SCL/PCINT2)PA2
22 (AREF/PCINT3)PA3
17 (ADC3/ICP0/PCINT4)PA4
15 (ADC4/AIN2/PCINT5)PA5
14 (ADC5/AIN0/PCINT6)PA6
13 (ADC6/AIN1/PCINT7)PA7
---










































---
30 (MOSI/DI/SDA/OC1A/PCINT8)PB0
31 (MISO/DO/OC1A/PCINT9)PB1
32 (SCK/USCK/SCL/OC1B/PCINT10)PB2
2 (OC1B/PCINT11)PB3
7 (ADC7/OC1D/CLKI/XTAL1/PCINT12)PB4
8 (ADC8/OC1D/CLKO/XTAL2/PCINT13)PB5
10 (ADC9/INT0/T0/PCINT14)PB6
11 (ADC10/RESET/PCINT15)PB7

21 AGND
18 AVCC
5 GND
4 VCC
***** ATTINY261A-P
***** ATTINY461A-P
20 (ADC0/DI/SDA/PCINT0)PA0
19 (ADC1/DO/PCINT1)PA1
18 (ADC2/INT1/USCK/SCL/PCINT2)PA2
17 (AREF/PCINT3)PA3
14 (ADC3/ICP0/PCINT4)PA4
13 (ADC4/AIN2/PCINT5)PA5
12 (ADC5/AIN0/PCINT6)PA6
11 (ADC6/AIN1/PCINT7)PA7
---










































---
1 (MOSI/DI/SDA/OC1A/PCINT8)PB0
2 (MISO/DO/OC1A/PCINT9)PB1
3 (SCK/USCK/SCL/OC1B/PCINT10)PB2
4 (OC1B/PCINT11)PB3
7 (ADC7/OC1D/CLKI/XTAL1/PCINT12)PB4
8 (ADC8/OC1D/CLKO/XTAL2/PCINT13)PB5
9 (ADC9/INT0/T0/PCINT14)PB6
10 (ADC10/RESET/PCINT15)PB7

16 AGND
15 AVCC
6 GND
5 VCC
***** ATTINY261A-S
***** ATTINY461A-S
20 (ADC0/DI/SDA/PCINT0)PA0
19 (ADC1/DO/PCINT1)PA1
18 (ADC2/INT1/USCK/SCL/PCINT2)PA2
17 (AREF/PCINT3)PA3
14 (ADC3/ICP0/PCINT4)PA4
13 (ADC4/AIN2/PCINT5)PA5
12 (ADC5/AIN0/PCINT6)PA6
11 (ADC6/AIN1/PCINT7)PA7
---










































---
1 (MOSI/DI/SDA/OC1A/PCINT8)PB0
2 (MISO/DO/OC1A/PCINT9)PB1
3 (SCK/USCK/SCL/OC1B/PCINT10)PB2
4 (OC1B/PCINT11)PB3
7 (ADC7/OC1D/CLKI/XTAL1/PCINT12)PB4
8 (ADC8/OC1D/CLKO/XTAL2/PCINT13)PB5
9 (ADC9/INT0/T0/PCINT14)PB6
10 (ADC10/RESET/PCINT15)PB7

16 AGND
15 AVCC
6 GND
5 VCC
***** ATTINY261A-X
***** ATTINY461A-X
20 (ADC0/DI/SDA/PCINT0)PA0
19 (ADC1/DO/PCINT1)PA1
18 (ADC2/INT1/USCK/SCL/PCINT2)PA2
17 (AREF/PCINT3)PA3
14 (ADC3/ICP0/PCINT4)PA4
13 (ADC4/AIN2/PCINT5)PA5
12 (ADC5/AIN0/PCINT6)PA6
11 (ADC6/AIN1/PCINT7)PA7
---










































---
1 (MOSI/DI/SDA/OC1A/PCINT8)PB0
2 (MISO/DO/OC1A/PCINT9)PB1
3 (SCK/USCK/SCL/OC1B/PCINT10)PB2
4 (OC1B/PCINT11)PB3
7 (ADC7/OC1D/CLKI/XTAL1/PCINT12)PB4
8 (ADC8/OC1D/CLKO/XTAL2/PCINT13)PB5
9 (ADC9/INT0/T0/PCINT14)PB6
10 (ADC10/RESET/PCINT15)PB7

16 AGND
15 AVCC
6 GND
5 VCC
***** ATTINY28-A
30 PD0
31 PD1
32 PD2
1 PD3
2 PD4
9 PD5
10 PD6
11 PD7

28 PA0
27 PA1
25 (IR)PA2
26 PA3
---








---
12 (AIN0)PB0
13 (AIN1)PB1
14 (T0)PB2
15 (INT0)PB3
16 (INT1)PB4
17 PB5
23 PB6
24 PB7

7 XTAL1
8 XTAL2

29o RESET

21 GND
5 GND
18 VCC
4 VCC
***** ATTINY28-M
30 PD0
31 PD1
32 PD2
1 PD3
2 PD4
9 PD5
10 PD6
11 PD7

28 PA0
27 PA1
25 (IR)PA2
26 PA3
---








---
12 (AIN0)PB0
13 (AIN1)PB1
14 (T0)PB2
15 (INT0)PB3
16 (INT1)PB4
17 PB5
23 PB6
24 PB7

7 XTAL1
8 XTAL2

29o RESET

21 GND
5 GND
18 VCC
4 VCC
***** ATTINY28-P
2 PD0
3 PD1
4 PD2
5 PD3
6 PD4
11 PD5
12 PD6
13 PD7

28 PA0
27 PA1
25 (IR)PA2
26 PA3
---








---
14 (AIN0)PB0
15 (AIN1)PB1
16 (T0)PB2
17 (INT0)PB3
18 (INT1)PB4
19 PB5
23 PB6
24 PB7

9 XTAL1
10 XTAL2

1o RESET

22 GND
8 GND
20 VCC
7 VCC
***** ATTINY4-TS
1 PB0(AIN0/OC0A/PCINT0/TPIDATA)
3 PB1(AIN1/OC0B/ICP0/PCINT1/CLKI/TPICLK)
4 PB2(INT0/T0/PCINT2/CLKO)
6 PB3(RESET/PCINT3)
---




























---
2 GND
5 VCC
***** ATTINY40-MM
7 (PCINT0/ADC0)PA0
6 (PCINT1/AIN0/ADC1)PA1
5 (PCINT2/AIN1/ADC2)PA2
4 (PCINT3/ADC3)PA3
3 (PCINT4/T0/ADC4)PA4
2 (PCINT5/OC0B/ADC5)PA5
1 (PCINT6/ADC6)PA6
20 (PCINT7/ADC7)PA7
---

































---
15 (PCINT12/SS/OC0A)PC0
14 (PCINT13/SCK/SCL/ICP1/T1)PC1
13 (PCINT14/MISO/CLKO/INT0)PC2
12 (PCINT15/RESET)PC3
11 (PCINT16/TPIDATA/MOSI/SDA)PC4
10 (PCINT17/TPICLK/CLKI)PC5

19 (PCINT8/ADC8)PB0
18 (PCINT9/ADC9)PB1
17 (PCINT10/ADC10)PB2
16 (PCINT11/ADC11)PB3

8 GND
9 VCC
***** ATTINY40-SU
9 (PCINT0/ADC0)PA0
8 (PCINT1/AIN0/ADC1)PA1
7 (PCINT2/AIN1/ADC2)PA2
6 (PCINT3/ADC3)PA3
5 (PCINT4/T0/ADC4)PA4
4 (PCINT5/OC0B/ADC5)PA5
3 (PCINT6/ADC6)PA6
2 (PCINT7/ADC7)PA7
---

































---
17 (PCINT12/SS/OC0A)PC0
16 (PCINT13/SCK/SCL/ICP1/T1)PC1
15 (PCINT14/MISO/CLKO/INT0)PC2
14 (PCINT15/RESET)PC3
13 (PCINT16/TPIDATA/MOSI/SDA)PC4
12 (PCINT17/TPICLK/CLKI)PC5

1 (PCINT8/ADC8)PB0
20 (PCINT9/ADC9)PB1
19 (PCINT10/ADC10)PB2
18 (PCINT11/ADC11)PB3

10 GND
11 VCC
***** ATTINY40-X
9 (PCINT0/ADC0)PA0
8 (PCINT1/AIN0/ADC1)PA1
7 (PCINT2/AIN1/ADC2)PA2
6 (PCINT3/ADC3)PA3
5 (PCINT4/T0/ADC4)PA4
4 (PCINT5/OC0B/ADC5)PA5
3 (PCINT6/ADC6)PA6
2 (PCINT7/ADC7)PA7
---

































---
17 (PCINT12/SS/OC0A)PC0
16 (PCINT13/SCK/SCL/ICP1/T1)PC1
15 (PCINT14/MISO/CLKO/INT0)PC2
14 (PCINT15/RESET)PC3
13 (PCINT16/TPIDATA/MOSI/SDA)PC4
12 (PCINT17/TPICLK/CLKI)PC5

1 (PCINT8/ADC8)PB0
20 (PCINT9/ADC9)PB1
19 (PCINT10/ADC10)PB2
18 (PCINT11/ADC11)PB3

10 GND
11 VCC
***** ATTINY4313-P
12 (AIN0/PCINT0)PB0
13 (AIN1/PCINT1)PB1
14 (OC0A/PCINT2)PB2
15 (OC1A/PCINT3)PB3
16 (OC1B/PCINT4)PB4
17 (MOSI/DI/SDA/PCINT5)PB5
18 (MISO/DO/PCINT6)PB6
19 (USCK/SCK/SCL/PCINT7)PB7

5 PA0(XTAL1/CLKI/PCINT8)
4 PA1(XTAL2/PCINT9)
1 PA2(RESET/dW/PCINT10)
---





























---
2 (PCINT11/RXD)PD0
3 (PCINT12/TXD)PD1
6 (PCINT13/CKOUT/XCK/INT0)PD2
7 (PCINT14/INT1)PD3
8 (PCINT15/T0)PD4
9 (PCINT16/OC0B/T1)PD5
11 (PCINT17/ICPI)PD6

10 GND
20 VCC
***** ATTINY4313-S
12 (AIN0/PCINT0)PB0
13 (AIN1/PCINT1)PB1
14 (OC0A/PCINT2)PB2
15 (OC1A/PCINT3)PB3
16 (OC1B/PCINT4)PB4
17 (MOSI/DI/SDA/PCINT5)PB5
18 (MISO/DO/PCINT6)PB6
19 (USCK/SCK/SCL/PCINT7)PB7

5 PA0(XTAL1/CLKI/PCINT8)
4 PA1(XTAL2/PCINT9)
1 PA2(RESET/dW/PCINT10)
---





























---
2 (PCINT11/RXD)PD0
3 (PCINT12/TXD)PD1
6 (PCINT13/CKOUT/XCK/INT0)PD2
7 (PCINT14/INT1)PD3
8 (PCINT15/T0)PD4
9 (PCINT16/OC0B/T1)PD5
11 (PCINT17/ICPI)PD6

10 GND
20 VCC
***** ATTINY43U-M
11 (PCINT0/ADC0)PA0
12 (PCINT1/ADC1)PA1
13 (PCINT2/ADC2)PA2
14 (PCINT3/ADC3)PA3
15 (PCINT4/AIN0)PA4
16 (PCINT5/AIN1)PA5
17 (PCINT6/CLKI)PA6
18 (PCINT7/dW/RESET)PA7
---

























---
19 (PCINT8/T0)PB0
20 (PCINT9/OC0A)PB1
1 (PCINT10/OC0B)PB2
2 (PCINT11/CLKO/T1)PB3
3 (PCINT12/DI/OC1A)PB4
4 (PCINT13/DO/OC1B)PB5
5 (PCINT14/USCK/SCL)PB6
6 (PCINT15/INT0)PB7

8 GND
9 LSW
10 VBAT
7 VCC
***** ATTINY43U-S
13 (PCINT0/ADC0)PA0
14 (PCINT1/ADC1)PA1
15 (PCINT2/ADC2)PA2
16 (PCINT3/ADC3)PA3
17 (PCINT4/AIN0)PA4
18 (PCINT5/AIN1)PA5
19 (PCINT6/CLKI)PA6
20 (PCINT7/dW/RESET)PA7
---

























---
1 (PCINT8/T0)PB0
2 (PCINT9/OC0A)PB1
3 (PCINT10/OC0B)PB2
4 (PCINT11/CLKO/T1)PB3
5 (PCINT12/DI/OC1A)PB4
6 (PCINT13/DO/OC1B)PB5
7 (PCINT14/USCK/SCL)PB6
8 (PCINT15/INT0)PB7

10 GND
11 LSW
12 VBAT
9 VCC
***** ATTINY48-A
***** ATTINY88-A
23 (PCINT8/ADC0)PC0
24 (PCINT9/ADC1)PC1
25 (PCINT10/ADC2)PC2
26 (PCINT11/ADC3)PC3
27 (PCINT12/SDA/ADC4)PC4
28 (PCINT13/SCL/ADC5)PC5
29 (PCINT14/RESET)PC6
20 (PCINT15)PC7

12 (PCINT0/CLKO/ICP1)PB0
13 (PCINT1/OC1A)PB1
14 (PCINT2/OC1B/SS)PB2
15 (PCINT3/MOSI)PB3
16 (PCINT4/MISO)PB4
17 (PCINT5/SCK)PB5
7 (PCINT6/CLKI)PB6
8 (PCINT7)PB7
---


























---
30 (PCINT16)PD0
31 (PCINT17)PD1
32 (PCINT18/INT0)PD2
1 (PCINT19/INT1)PD3
2 (PCINT20/T0)PD4
9 (PCINT21/T1)PD5
10 (PCINT22/AIN0)PD6
11 (PCINT23/AIN1)PD7

19 (PCINT24/ADC6)PA0
22 (PCINT25/ADC7)PA1
3 (PCINT26)PA2
6 (PCINT27)PA3

18 AVCC
5 GND
21 GND
4 VCC
***** ATTINY48-M
***** ATTINY88-M
23 (PCINT8/ADC0)PC0
24 (PCINT9/ADC1)PC1
25 (PCINT10/ADC2)PC2
26 (PCINT11/ADC3)PC3
27 (PCINT12/SDA/ADC4)PC4
28 (PCINT13/SCL/ADC5)PC5
29 (PCINT14/RESET)PC6
20 (PCINT15)PC7

12 (PCINT0/CLKO/ICP1)PB0
13 (PCINT1/OC1A)PB1
14 (PCINT2/OC1B/SS)PB2
15 (PCINT3/MOSI)PB3
16 (PCINT4/MISO)PB4
17 (PCINT5/SCK)PB5
7 (PCINT6/CLKI)PB6
8 (PCINT7)PB7
---


























---
30 (PCINT16)PD0
31 (PCINT17)PD1
32 (PCINT18/INT0)PD2
1 (PCINT19/INT1)PD3
2 (PCINT20/T0)PD4
9 (PCINT21/T1)PD5
10 (PCINT22/AIN0)PD6
11 (PCINT23/AIN1)PD7

19 (PCINT24/ADC6)PA0
22 (PCINT25/ADC7)PA1
3 (PCINT26)PA2
6 (PCINT27)PA3

18 AVCC
5 GND
21 GND
4 VCC
***** ATTINY48-MM
***** ATTINY88-MM
19 (PCINT8/ADC0)PC0
20 (PCINT9/ADC1)PC1
21 (PCINT10/ADC2)PC2
22 (PCINT11/ADC3)PC3
23 (PCINT12/SDA/ADC4)PC4
24 (PCINT13/SCL/ADC5)PC5
25 (PCINT14/RESET)PC6
17 (PCINT15)PC7

26 (PCINT16)PD0
27 (PCINT17)PD1
28 (PCINT18/INT0)PD2
1 (PCINT19/INT1)PD3
2 (PCINT20/T0)PD4
7 (PCINT21/T1)PD5
8 (PCINT22/AIN0)PD6
9 (PCINT23/AIN1)PD7
---


























---
10 (PCINT0/CLKO/ICP1)PB0
11 (PCINT1/OC1A)PB1
12 (PCINT2/OC1B/SS)PB2
13 (PCINT3/MOSI)PB3
14 (PCINT4/MISO)PB4
15 (PCINT5/SCK)PB5
5 (PCINT6/CLKI)PB6
6 (PCINT7)PB7

16 AVCC
4 GND
18 GND
3 VCC
***** ATTINY48-P
***** ATTINY88-P
14 (PCINT0/CLKO/ICP1)PB0
15 (PCINT1/OC1A)PB1
16 (PCINT2/OC1B/SS)PB2
17 (PCINT3/MOSI)PB3
18 (PCINT4/MISO)PB4
19 (PCINT5/SCK)PB5
9 (PCINT6/CLKI)PB6
10 (PCINT7)PB7

23 (PCINT8/ADC0)PC0
24 (PCINT9/ADC1)PC1
25 (PCINT10/ADC2)PC2
26 (PCINT11/ADC3)PC3
27 (PCINT12/SDA/ADC4)PC4
28 (PCINT13/SCL/ADC5)PC5
1 (PCINT14/RESET)PC6
21 (PCINT15)PC7
---
























---
2 (PCINT16)PD0
3 (PCINT17)PD1
4 (PCINT18/INT0)PD2
5 (PCINT19/INT1)PD3
6 (PCINT20/T0)PD4
11 (PCINT21/T1)PD5
12 (PCINT22/AIN0)PD6
13 (PCINT23/AIN1)PD7

20 AVCC
8 GND
22 GND
7 VCC
***** ATTINY5-TS
1 PB0(AIN0/ADC0/OC0A/PCINT0/TPIDATA)
3 PB1(AIN1/ADC1/OC0B/ICP0/PCINT1/CLKI/TPICLK)
4 PB2(INT0/ADC2/T0/PCINT2/CLKO)
6 PB3(RESET/ADC3/PCINT3)
---































---
2 GND
5 VCC
***** ATTINY87-AM
28 (PCINT8/OC1AU/DI/SDA)PB0
27 (PCINT9/OC1BU/DO)PB1
26 (PCINT10/OC1AV/USCK/SCL)PB2
25 (PCINT11/OC1BV)PB3
19 (PCINT12/OC1AW/XTAL1/CLKI)PB4
18 (PCINT13/OC1BW/XTAL2/CLKO/ADC8)PB5
15 (PCINT14/OC1AX/INT0/ADC9)PB6
14 (PCINT15/OC1BX/dW/RESET/ADC10)PB7
---












































---
29 (PCINT0/RXLIN/RXD/ADC0)PA0
30 (PCINT1/TXLIN/TXD/ADC1)PA1
31 (PCINT2/MISO/DO/OC0A/ADC2)PA2
3 (PCINT3/INT1/ISRC/ADC3)PA3
9 (PCINT4/MOSI/SDA/DI/ICP1/ADC4)PA4
10 (PCINT5/SCK/SCL/USCK/T1/ADC5)PA5
11 (PCINT6/SS/AIN0/ADC6)PA6
12 (PCINT7/AREF/XREF/AIN1/ADC7)PA7

5 AGND
4 AVCC
21 GND
20 VCC
***** ATTINY87-AS
20 (PCINT8/OC1AU/DI/SDA)PB0
19 (PCINT9/OC1BU/DO)PB1
18 (PCINT10/OC1AV/USCK/SCL)PB2
17 (PCINT11/OC1BV)PB3
14 (PCINT12/OC1AW/XTAL1/CLKI)PB4
